Title,Price,Beds,Baths,Garage,Size_sqm,Location,Details_URL
4 Bedroom House,780000.0,4.0,2.0,3.0,1176.0,,
2 Bedroom Apartment,950000.0,2.0,1.0,1.0,,,
3 Bedroom House,699000.0,3.0,1.0,,180.0,,
2 Bedroom Apartment,2999000.0,2.0,2.0,2.0,,"2179 Munyaka, 1 Munyaka South",
5 Bedroom House,4250000.0,5.0,35.0,6.0,822.0,,
1 Bedroom Apartment,420000.0,1.0,1.0,1.0,84.0,,
2 Bedroom Apartment,850000.0,2.0,2.0,1.0,,,
1 Bedroom Apartment,585000.0,1.0,1.0,1.0,,"Apartments On Gerhard , Unit 34 Gerhard Street",
5 Bedroom House,4250000.0,5.0,35.0,6.0,822.0,,
4 Bedroom House,19900000.0,4.0,4.0,4.0,10000.0,,
3 Bedroom House,1460000.0,3.0,2.0,2.0,20696.0,,
